ID,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,city,median_income_range,Housevalue_Range,Housing_Age_range,Residents,block
6837,-118.3,34.01,35,1147,290,818,281,1.7961,111700,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R6837,Block 6837
6838,-118.3,34,52,1743,421,1206,384,1.6875,116000,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6838,Block 6838
6839,-118.3,34,52,1718,354,1026,312,2,128000,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6839,Block 6839
6840,-118.3,34,52,1686,377,982,356,2.0958,116400,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6840,Block 6840
6841,-118.3,34,52,1420,355,1080,353,1.5179,116100,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6841,Block 6841
6842,-118.3,34,52,1296,246,853,238,3.05,111600,Westmorland,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6842,Block 6842
6843,-118.3,33.99,47,2637,588,1903,521,1.8317,96500,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6843,Block 6843
6844,-118.3,33.99,47,2212,533,1903,554,1.9853,101100,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6844,Block 6844
6845,-118.3,33.99,45,1701,452,1484,427,1.84,91400,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6845,Block 6845
6846,-118.3,33.99,44,1458,326,1159,283,1.1645,98200,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6846,Block 6846
6847,-118.3,33.99,43,1534,384,1231,329,2.5437,94500,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6847,Block 6847
6848,-118.3,33.98,48,2010,445,1208,404,1.6611,95800,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6848,Block 6848
6849,-118.3,33.98,44,1597,388,902,321,1.9556,93300,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6849,Block 6849
6850,-118.3,33.97,50,2270,451,1000,412,2.1221,119400,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6850,Block 6850
6851,-118.3,33.97,44,1521,289,1074,285,2.0673,99800,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6851,Block 6851
6852,-118.3,33.96,47,2112,417,1161,368,3.9722,117400,Westmorland,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6852,Block 6852
6853,-118.3,33.96,39,2802,618,1524,529,2.6518,136300,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6853,Block 6853
6854,-118.3,33.95,50,1843,326,892,314,3.1346,120000,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6854,Block 6854
6855,-118.3,33.95,41,2057,550,1805,506,1.2455,100800,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6855,Block 6855
6856,-118.3,33.95,35,1182,305,977,283,1.5898,94000,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R6856,Block 6856
6857,-118.3,33.95,27,1774,444,1622,402,2.2031,96900,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R6857,Block 6857
6858,-118.3,33.94,36,3504,862,2521,836,2.5679,114900,Wheatland,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R6858,Block 6858
6859,-118.3,33.93,40,2434,477,1646,453,3.2024,128000,Whittier,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6859,Block 6859
6860,-118.3,33.93,36,2196,633,2017,583,1.3962,124300,Whittier,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R6860,Block 6860
6861,-118.3,33.93,35,1300,356,1216,326,1.2,99200,Whittier,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R6861,Block 6861
6862,-118.3,33.93,29,2228,396,1140,352,3.7969,169400,Whittier,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R6862,Block 6862
6863,-118.3,33.92,34,2053,382,1258,380,3.0139,154700,Whittier,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R6863,Block 6863
6864,-118.3,33.91,30,1842,476,1491,420,3.0147,155100,Whittier,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R6864,Block 6864
6865,-118.3,33.9,29,2617,668,1868,647,3.6,208800,Whittier,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6865,Block 6865
6866,-118.3,33.9,27,3267,762,2099,647,3.4,224100,Whittier,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6866,Block 6866
6867,-118.3,33.9,19,2421,689,1726,660,3.287,181400,Whittier,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6867,Block 6867
6868,-118.3,33.9,13,2455,661,1975,618,2.9559,173600,Whittier,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R6868,Block 6868
6869,-118.3,33.89,37,2132,565,1369,565,3.285,218100,Whittier,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6869,Block 6869
6870,-118.3,33.89,30,2756,858,1806,787,3.0329,207800,Whittier,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6870,Block 6870
6871,-118.3,33.88,35,3227,749,1881,696,2.8445,242100,Whittier,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6871,Block 6871
6872,-118.3,33.88,30,1348,333,885,322,3.2574,195300,Whittier,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6872,Block 6872
6873,-118.3,33.88,26,1221,312,807,330,4.0536,253600,Whittier,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6873,Block 6873
6874,-118.3,33.87,27,3144,722,1510,680,3.1597,214700,Whittier,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6874,Block 6874
6875,-118.3,33.86,35,2016,365,1083,369,5.1727,230200,Whittier,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6875,Block 6875
6876,-118.3,33.86,35,1511,274,853,308,4.9792,251300,Whittier,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6876,Block 6876
6877,-118.3,33.85,38,123,36,142,40,2.3942,200000,Wildomar,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R6877,Block 6877
6878,-118.3,33.84,37,1241,226,621,255,4.9196,232400,Wildomar,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6878,Block 6878
6879,-118.3,33.84,36,1428,268,825,250,4.7222,239600,Wildomar,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6879,Block 6879
6880,-118.3,33.83,33,2716,660,1807,661,3.5473,226300,Wildomar,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6880,Block 6880
6881,-118.3,33.83,31,2693,661,1598,618,3.1851,240200,Wildomar,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6881,Block 6881
6882,-118.3,33.82,35,1499,340,1141,326,2.6136,213600,Wildomar,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6882,Block 6882
6883,-118.3,33.82,26,2080,560,2096,506,2.8106,184400,Wildomar,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6883,Block 6883
6884,-118.3,33.82,25,2659,765,2629,726,2.6368,175900,Wildomar,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R6884,Block 6884
6885,-118.3,33.8,8,1115,412,1472,396,3.1392,146200,Wildomar,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R6885,Block 6885
6886,-118.3,33.8,27,2790,513,1498,519,5.3106,268300,Wildomar,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R6886,Block 6886
6887,-118.3,33.79,9,2782,884,1790,748,2.9154,203300,Wildomar,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R6887,Block 6887
6888,-118.3,33.79,35,2793,686,2255,682,3.0057,235300,Wildomar,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6888,Block 6888
6889,-118.3,33.79,21,1068,283,1180,274,2.5,157500,Wildomar,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R6889,Block 6889
6890,-118.3,33.79,13,3569,924,2159,880,3.163,224200,Wildomar,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R6890,Block 6890
6891,-118.3,33.78,35,2572,504,1172,519,4.6207,304100,Wildomar,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R6891,Block 6891
6892,-118.3,33.77,18,3821,795,2831,769,2.9571,346200,Wildomar,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R6892,Block 6892
6893,-118.3,33.76,18,9659,1716,4336,1674,5.7764,290500,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R6893,Block 6893
6894,-118.3,33.75,48,1958,386,1098,380,4.625,273400,Williams,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6894,Block 6894
6895,-118.3,33.75,42,967,175,481,163,5.6611,265600,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6895,Block 6895
6896,-118.3,33.75,19,2356,440,1291,418,4.2308,416100,Williams,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R6896,Block 6896
6897,-118.3,33.74,47,2223,410,1163,413,4.4671,270800,Williams,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6897,Block 6897
6898,-118.3,33.74,28,1065,215,887,217,3.9375,270500,Williams,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R6898,Block 6898
6899,-118.3,33.74,23,3075,860,1584,806,2.9386,260500,Williams,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6899,Block 6899
6900,-118.3,33.73,40,2582,606,1304,588,3.5694,276400,Williams,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6900,Block 6900
6901,-118.3,33.72,35,2790,447,1167,441,6.2028,361500,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R6901,Block 6901
6902,-118.3,33.72,28,2647,658,1459,595,3.4474,253400,Williams,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6902,Block 6902
6903,-118.3,33.72,28,2510,583,1388,554,3.3397,267800,Williams,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R6903,Block 6903
6904,-118.31,36.94,35,2563,530,861,371,2.325,80600,Grover Beach,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R6904,Block 6904
6905,-118.31,35.74,18,2327,642,799,335,1.8419,92300,Vacaville,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R6905,Block 6905
6906,-118.31,34.28,34,3258,610,1810,633,5.1145,219900,Sierra Madre,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6906,Block 6906
6907,-118.31,34.27,35,1446,274,759,291,6.0808,215600,Sierra Madre,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6907,Block 6907
6908,-118.31,34.26,38,2264,460,1124,388,4.2685,189600,Sierra Madre,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R6908,Block 6908
6909,-118.31,34.26,36,1882,453,1005,409,3.8,217100,Sierra Madre,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6909,Block 6909
6910,-118.31,34.26,34,1797,363,948,363,4.1339,187300,Sierra Madre,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6910,Block 6910
6911,-118.31,34.22,27,7714,1132,3199,1100,7.1262,446200,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R6911,Block 6911
6912,-118.31,34.2,36,1692,263,778,278,5.0865,349600,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R6912,Block 6912
6913,-118.31,34.19,42,724,149,420,150,3.0625,361700,Westmorland,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6913,Block 6913
6914,-118.31,34.19,27,4713,1169,2372,1077,3.7015,287900,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R6914,Block 6914
6915,-118.31,34.18,11,3112,890,1700,851,3.1587,181300,Westmorland,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R6915,Block 6915
6916,-118.31,34.17,24,2910,917,2522,873,2.4074,219400,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6916,Block 6916
6917,-118.31,34.17,12,3188,931,2118,850,3.1823,218300,Westmorland,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R6917,Block 6917
6918,-118.31,34.16,38,2347,665,1317,547,3.2112,349300,Westmorland,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6918,Block 6918
6919,-118.31,34.16,37,2144,446,860,435,3.9464,315000,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R6919,Block 6919
6920,-118.31,34.13,40,2822,443,907,414,7.2692,498700,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6920,Block 6920
6921,-118.31,34.12,39,3895,561,1271,536,8.0073,500001,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6921,Block 6921
6922,-118.31,34.11,52,1875,303,735,293,5.8659,433300,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6922,Block 6922
6923,-118.31,34.1,40,4984,2158,4828,2028,1.6903,350000,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6923,Block 6923
6924,-118.31,34.1,36,2288,1033,3030,890,1.5328,250000,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6924,Block 6924
6925,-118.31,34.1,34,399,141,482,134,1.625,67500,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R6925,Block 6925
6926,-118.31,34.09,42,1951,846,2500,813,1.5195,218200,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R6926,Block 6926
6927,-118.31,34.09,37,773,314,835,312,1.8576,193800,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6927,Block 6927
6928,-118.31,34.09,34,2065,839,2626,775,1.8214,211100,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6928,Block 6928
6929,-118.31,34.09,30,3165,1263,3678,1141,2,240600,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6929,Block 6929
6930,-118.31,34.09,28,720,267,891,265,1.8977,100000,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R6930,Block 6930
6931,-118.31,34.08,49,2549,630,1539,594,2.6218,350900,Westmorland,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6931,Block 6931
6932,-118.31,34.08,31,2275,823,2189,720,1.7542,287500,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R6932,Block 6932
6933,-118.31,34.08,30,1390,457,1460,423,2.2422,254500,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6933,Block 6933
6934,-118.31,34.08,27,1514,510,1603,518,2.8971,251100,Westmorland,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6934,Block 6934
6935,-118.31,34.08,26,1609,534,1868,497,2.7038,227100,Westmorland,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6935,Block 6935
6936,-118.31,34.08,23,1443,521,1264,450,2.7543,220000,Westmorland,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6936,Block 6936
6937,-118.31,34.07,28,2362,949,2759,894,2.2364,305600,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R6937,Block 6937
6938,-118.31,34.07,26,5062,2055,4533,1822,2.3105,166700,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R6938,Block 6938
6939,-118.31,34.07,20,3264,1248,2919,1191,2.3674,500001,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R6939,Block 6939
6940,-118.31,34.06,52,2124,756,1920,756,2.1435,328900,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6940,Block 6940
6941,-118.31,34.06,34,2470,1197,2326,1055,1.9038,325000,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R6941,Block 6941
6942,-118.31,34.06,34,1848,667,1351,589,2.0547,410000,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R6942,Block 6942
6943,-118.31,34.06,31,2827,1084,3107,993,2.0278,360000,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R6943,Block 6943
6944,-118.31,34.06,30,3110,1269,2535,1218,1.6987,412500,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R6944,Block 6944
6945,-118.31,34.06,24,1336,453,1268,426,2.8202,500001,Westmorland,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R6945,Block 6945
6946,-118.31,34.06,14,1559,646,1639,567,1.9949,380000,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R6946,Block 6946
6947,-118.31,34.05,42,443,223,582,223,2.2937,350000,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R6947,Block 6947
6948,-118.31,34.05,38,1864,515,1768,439,1.9336,190600,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R6948,Block 6948
6949,-118.31,34.05,35,2007,571,1513,554,2.1162,229200,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6949,Block 6949
6950,-118.31,34.05,26,1809,640,2543,640,2.3536,500000,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R6950,Block 6950
6951,-118.31,34.04,52,1277,285,954,334,2.5833,234600,Westmorland,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R6951,Block 6951
6952,-118.31,34.04,37,2338,686,2376,630,1.767,170300,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R6952,Block 6952
6953,-118.31,34.04,33,2691,726,2390,681,2.4048,208300,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R6953,Block 6953
6954,-118.31,34.04,29,2038,578,2070,570,2.0658,214600,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R6954,Block 6954
6955,-118.31,34.03,52,1902,406,1233,385,2.8295,132200,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6955,Block 6955
6956,-118.31,34.03,47,1315,247,785,245,1.23,138400,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6956,Block 6956
6957,-118.31,34.03,46,2173,510,1343,476,2.025,135500,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6957,Block 6957
6958,-118.31,34.03,34,2041,517,1479,495,2.1173,156600,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R6958,Block 6958
6959,-118.31,34.03,29,2438,867,2114,753,0.8351,150000,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R6959,Block 6959
6960,-118.31,34.02,52,1832,441,1186,420,1.2434,98400,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6960,Block 6960
6961,-118.31,34.02,52,1173,284,814,295,2.45,111400,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6961,Block 6961
6962,-118.31,34.02,46,1976,469,1409,431,2.2981,112100,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6962,Block 6962
6963,-118.31,34.02,44,1555,324,931,265,1.4712,105800,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6963,Block 6963
6964,-118.31,34.02,43,2255,533,1568,470,1.6955,115200,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6964,Block 6964
6965,-118.31,34.02,41,1046,216,727,201,1.6667,116900,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6965,Block 6965
6966,-118.31,34.02,23,1703,397,1333,361,1.3187,127100,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R6966,Block 6966
6967,-118.31,34.01,52,1793,350,1303,366,3.0759,123700,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6967,Block 6967
6968,-118.31,34.01,50,1463,354,912,293,1.7386,109400,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6968,Block 6968
6969,-118.31,34.01,48,2544,532,1357,498,2.5263,121000,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6969,Block 6969
6970,-118.31,34.01,39,2073,566,1246,547,2.0417,117100,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6970,Block 6970
